21,10,16,17,19,17,17,18,16,21,20,15,19,14,18,14,16,15,13,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
21,8,14,16,18,17,18,20,17,20,21,15,20,15,19,17,17,16,14,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
18,9,17,16,18,17,17,18,17,21,20,15,19,15,19,17,16,15,13,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
20,9,15,16,19,18,17,19,16,21,20,15,19,15,19,16,15,15,13,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
19,9,15,17,19,18,17,19,16,21,20,15,20,15,19,16,16,15,13,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
19,9,15,17,19,18,17,19,16,22,20,16,20,16,20,17,16,16,14,17,17,32,16,16,16,16,16,32,16,16,16,16,16,ka
19,10,17,18,19,16,17,18,16,22,19,15,19,15,20,16,15,15,12,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
19,9,16,17,19,17,17,19,16,22,20,16,19,15,20,17,15,16,12,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
19,9,16,18,19,17,17,18,16,22,19,15,20,15,20,16,15,15,12,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
18,11,17,18,18,16,17,17,16,23,18,15,19,14,19,13,14,14,11,15,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
29,12,16,17,19,16,18,17,15,22,20,15,19,13,19,14,15,14,13,15,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
28,13,15,17,19,17,18,19,16,21,21,15,19,14,19,15,16,15,14,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
28,13,15,17,19,16,18,19,15,22,20,15,20,14,19,14,16,15,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
21,10,15,17,19,16,17,19,15,20,21,16,20,14,18,13,16,14,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
30,13,12,15,19,17,17,20,16,19,21,15,21,15,19,13,17,14,16,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
30,13,12,15,19,17,17,21,16,19,21,15,21,15,19,14,17,14,17,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
28,13,14,16,19,16,17,20,16,20,21,15,20,15,19,14,16,14,15,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
28,13,12,17,19,17,18,21,16,20,21,15,20,15,19,15,16,14,15,16,15,32,16,16,16,16,16,32,16,16,16,16,16,ka
28,13,14,16,19,17,18,20,16,21,21,15,20,15,19,15,16,14,14,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
30,13,16,17,19,15,18,18,15,23,19,15,19,14,20,15,14,15,12,16,16,32,16,16,16,16,16,32,16,16,16,16,16,ka
32,13,15,17,19,17,18,19,16,22,22,14,18,14,18,14,16,14,12,16,15,32,16,16,16,16,16,32,16,16,16,16,16,ka
21,8,17,16,19,17,17,17,16,22,20,15,19,14,18,14,16,15,13,16,15,32,16,16,16,16,16,32,16,16,16,16,16,ka
18,10,13,15,20,12,18,21,16,18,21,16,22,14,20,15,17,16,17,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
20,9,12,15,19,12,18,21,17,18,22,16,22,14,20,15,17,15,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,13,16,19,11,17,21,17,18,21,16,21,14,20,15,16,16,17,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
17,10,13,17,20,14,18,21,16,18,22,16,22,14,19,15,17,15,17,14,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
17,10,12,16,20,13,18,22,17,18,21,16,23,14,19,15,17,15,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,9,12,16,20,14,19,21,17,18,21,16,23,14,19,15,17,14,17,14,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,9,11,16,20,14,18,22,17,18,21,16,23,14,19,15,17,15,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,12,17,19,13,18,22,17,19,21,16,21,14,19,15,17,16,16,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
20,10,12,17,20,13,18,22,17,19,22,16,21,14,20,15,17,15,16,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
21,10,10,16,20,13,18,22,17,19,21,16,23,14,20,15,17,15,16,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,14,17,19,12,18,21,17,18,22,16,21,14,20,15,16,14,17,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
17,10,13,16,19,12,18,21,17,19,21,16,22,14,20,15,17,15,17,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,13,17,19,12,18,21,17,19,22,16,21,14,20,15,16,15,17,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,12,15,19,11,18,21,17,20,20,15,22,14,20,15,16,14,16,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,12,15,19,11,18,21,17,20,21,15,21,14,20,15,15,14,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
19,11,12,15,19,11,18,21,17,19,21,15,21,14,20,15,16,14,15,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,11,16,19,12,18,22,17,19,22,15,21,14,19,14,17,14,17,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
19,11,12,16,19,12,18,22,17,19,22,15,21,14,19,14,16,14,16,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,10,12,15,19,12,18,22,17,19,21,16,22,14,20,14,17,15,17,15,17,32,16,16,16,16,16,32,16,16,16,16,16,kl
20,10,12,16,19,12,18,21,18,18,22,15,22,14,19,15,17,14,16,16,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
19,10,14,16,19,12,19,20,17,19,21,15,22,14,19,14,17,14,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
18,11,14,16,19,12,18,20,17,19,21,16,22,14,19,15,17,15,16,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kl
28,17,16,16,19,15,16,23,15,19,22,15,24,15,24,13,14,14,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
29,17,16,16,19,15,16,22,15,18,23,15,23,15,24,13,14,14,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
26,16,17,16,19,15,16,22,16,19,23,15,23,15,24,14,14,14,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
30,18,18,17,18,14,17,22,14,22,21,15,22,13,24,10,12,13,12,14,17,32,16,16,16,16,16,32,16,16,16,16,16,km
31,17,19,17,18,15,17,22,14,21,22,14,21,14,24,11,12,14,12,14,17,32,16,16,16,16,16,32,16,16,16,16,16,km
31,18,17,17,19,16,17,23,14,21,22,15,22,13,24,11,13,14,12,14,17,32,16,16,16,16,16,32,16,16,16,16,16,km
28,18,19,17,18,16,17,22,14,22,22,14,22,13,23,11,12,13,12,14,17,32,16,16,16,16,16,32,16,16,16,16,16,km
29,18,18,17,19,15,17,22,14,21,22,14,22,13,24,11,13,13,12,14,17,32,16,16,16,16,16,32,16,16,16,16,16,km
26,17,16,17,19,15,17,22,15,19,23,15,22,14,23,13,14,14,15,15,17,32,16,16,16,16,16,32,16,16,16,16,16,km
29,18,16,17,19,15,17,23,15,20,22,15,23,14,24,12,14,14,14,14,17,32,16,16,16,16,16,32,16,16,16,16,16,km
28,17,16,17,19,16,16,23,15,20,23,15,23,14,24,13,14,14,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,km
29,17,17,17,19,15,17,23,15,20,22,15,24,14,24,13,13,14,15,15,18,32,16,16,16,16,16,32,16,16,16,16,16,km
29,15,16,17,19,16,16,23,15,20,22,15,23,15,24,13,13,15,13,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
31,17,15,17,19,16,16,23,15,20,23,15,23,14,24,13,13,14,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
29,17,16,17,19,16,16,23,15,20,23,15,23,15,24,14,14,15,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
27,17,16,16,19,15,16,23,15,20,22,15,24,14,24,13,14,14,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,km
29,17,15,17,19,16,17,24,15,19,23,15,23,14,24,13,14,14,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
26,17,14,17,19,16,17,24,16,19,23,15,24,14,23,13,14,14,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
27,19,16,17,19,16,17,24,16,20,23,14,23,14,24,12,14,13,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
29,16,21,15,18,15,16,19,15,23,21,15,23,14,24,13,12,14,10,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
29,17,22,16,18,15,16,19,15,22,20,15,22,14,24,14,12,15,10,15,17,32,16,16,16,16,16,32,16,16,16,16,16,km
30,17,23,15,18,14,16,19,15,22,19,15,22,15,24,14,11,14,10,15,16,32,16,16,16,16,16,32,16,16,16,16,16,km
33,8,21,16,18,16,17,18,16,21,19,16,18,15,17,15,16,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
18,9,21,16,18,15,17,18,16,20,18,16,18,15,16,15,16,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
33,9,21,17,18,16,17,18,16,21,18,16,18,14,16,15,16,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
35,8,21,16,19,16,17,18,16,22,18,16,19,14,17,15,16,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,9,21,17,18,16,18,18,16,22,18,16,18,15,17,15,16,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
31,9,22,17,18,16,18,18,16,21,17,16,19,15,16,15,16,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,8,23,17,18,16,18,18,16,21,17,16,18,14,17,15,16,15,12,15,14,32,16,16,16,16,16,32,16,16,16,16,16,kr
35,8,22,17,18,16,18,18,16,20,17,16,17,14,17,15,16,15,12,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,9,21,17,18,16,18,18,16,21,17,16,19,14,17,14,16,15,13,15,16,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,9,22,17,18,16,18,18,16,20,17,16,17,14,17,15,15,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
33,9,22,18,18,15,18,18,17,20,16,16,17,14,17,15,15,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
36,10,22,17,19,15,18,18,17,20,16,16,17,14,17,15,15,15,12,16,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
35,9,22,16,19,15,18,18,16,20,16,16,17,14,17,14,15,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
35,9,22,16,18,15,18,18,17,20,17,16,18,14,17,15,15,15,13,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,9,21,17,18,16,18,18,16,21,16,16,18,14,17,15,16,15,12,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
33,9,22,17,19,16,18,18,16,21,17,15,18,14,17,14,16,14,12,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,9,22,18,18,16,18,18,16,20,17,16,17,14,17,14,15,15,13,15,14,32,16,16,16,16,16,32,16,16,16,16,16,kr
34,9,22,17,18,16,18,17,16,21,16,15,18,14,17,14,16,15,12,15,14,32,16,16,16,16,16,32,16,16,16,16,16,kr
33,9,22,16,19,16,18,17,16,21,16,15,17,14,16,14,16,14,12,15,14,32,16,16,16,16,16,32,16,16,16,16,16,kr
38,9,22,16,19,16,18,17,16,21,17,15,18,14,17,14,16,15,12,15,15,32,16,16,16,16,16,32,16,16,16,16,16,kr
23,7,12,18,18,19,16,19,17,16,22,15,20,15,19,15,18,14,18,16,15,32,16,16,16,16,16,32,16,16,16,16,16,mk
22,8,12,18,18,18,16,19,16,15,22,16,20,15,19,15,18,14,19,16,15,32,16,16,16,16,16,32,16,16,16,16,16,mk
22,8,11,16,18,18,16,20,17,15,21,15,21,14,19,14,18,14,19,16,15,32,16,16,16,16,16,32,16,16,16,16,16,mk
22,7,14,15,19,17,15,19,17,18,19,16,21,15,20,16,18,16,16,17,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
20,7,14,16,19,17,15,19,16,19,19,16,21,15,20,16,18,17,16,17,18,32,16,16,16,16,16,32,16,16,16,16,16,mk
21,7,14,15,18,17,15,19,17,18,19,16,21,15,20,17,18,18,17,17,18,32,16,16,16,16,16,32,16,16,16,16,16,mk
20,8,16,19,18,17,16,18,16,19,21,15,18,14,19,14,16,14,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
19,8,17,18,18,17,16,17,15,19,21,15,18,14,19,13,17,14,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
17,9,16,16,19,17,17,18,16,21,19,15,20,13,20,12,16,13,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
23,8,16,18,19,17,16,18,17,20,20,16,18,14,19,14,16,14,15,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
22,7,16,18,19,17,16,17,16,19,20,15,17,14,18,14,17,14,16,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
18,8,15,16,19,17,17,18,17,19,19,16,20,14,20,14,17,14,17,16,18,32,16,16,16,16,16,32,16,16,16,16,16,mk
20,7,16,15,19,16,16,17,17,21,19,15,20,13,20,14,17,14,15,16,18,32,16,16,16,16,16,32,16,16,16,16,16,mk
19,8,16,16,19,15,17,18,17,20,19,16,20,13,20,14,17,14,16,16,18,32,16,16,16,16,16,32,16,16,16,16,16,mk
21,7,16,17,19,16,17,17,17,20,20,16,19,13,20,14,16,14,15,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
17,8,15,15,19,16,17,17,17,20,18,16,21,14,20,13,17,14,16,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
20,8,15,16,19,17,16,18,17,19,20,16,20,14,19,14,17,14,16,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
19,8,14,16,19,17,16,18,17,18,19,16,20,14,19,14,18,14,17,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
18,8,17,15,19,17,16,16,16,21,20,15,22,14,20,14,17,14,14,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
18,8,18,16,19,17,16,15,17,21,20,15,21,14,19,14,17,14,14,16,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
18,8,16,15,19,17,16,17,17,21,20,16,22,14,19,14,17,14,15,17,17,32,16,16,16,16,16,32,16,16,16,16,16,mk
15,4,13,16,19,17,16,19,15,18,21,14,19,13,18,12,17,14,17,15,16,32,16,16,16,16,16,32,16,16,16,16,16,na
15,4,12,16,19,17,16,20,16,17,20,14,20,13,19,13,16,14,18,15,16,32,16,16,16,16,16,32,16,16,16,16,16,na
15,4,13,16,18,17,15,20,16,18,20,14,19,13,19,13,16,14,17,16,16,32,16,16,16,16,16,32,16,16,16,16,16,na
14,4,14,16,19,18,16,18,15,19,20,14,19,13,18,12,16,14,16,14,17,32,16,16,16,16,16,32,16,16,16,16,16,na
17,3,15,16,18,17,15,19,16,19,20,15,19,15,19,15,15,16,16,16,17,32,16,16,16,16,16,32,16,16,16,16,16,na
17,3,15,16,18,16,15,19,16,19,20,15,19,14,19,14,15,15,16,16,17,32,16,16,16,16,16,32,16,16,16,16,16,na
17,3,15,17,18,16,15,18,15,20,20,15,18,14,19,13,15,15,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
16,4,15,17,18,17,15,18,15,20,20,15,18,14,19,13,15,15,15,16,17,32,16,16,16,16,16,32,16,16,16,16,16,na
15,4,16,17,18,16,15,18,15,21,20,15,18,14,19,13,15,15,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
18,7,16,17,19,14,17,20,15,20,20,15,19,14,19,13,15,14,16,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
17,7,16,17,19,13,17,19,16,20,19,15,18,14,18,13,15,15,15,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
15,7,16,17,19,14,17,19,15,20,19,15,18,13,19,13,15,14,15,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
18,6,17,18,18,14,17,19,16,19,19,15,17,13,20,14,14,15,14,15,16,32,16,16,16,16,16,32,16,16,16,16,16,na
18,7,16,18,19,14,17,19,16,20,19,15,18,14,19,14,15,15,15,15,16,32,16,16,16,16,16,32,16,16,16,16,16,na
19,6,16,18,19,14,17,19,16,20,19,15,18,14,19,14,15,15,14,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
15,4,14,16,19,17,16,19,15,20,20,15,19,13,19,12,16,14,16,15,17,32,16,16,16,16,16,32,16,16,16,16,16,na
